gene_symbol, H3k27me3, H3k36me3, expression, MAE(T/F), tissue, organism
adra1b, 0.779, 0.172, 0.205, 1, Spleen, mouse
adra1b, 0.779, 0.249, 0.362, 1, Testis, mouse
adra1b, 0.784, 0.181, 0.238, 1, Thymus, mouse
adra1b, 0.594, 0.346, 0.410, 1, C2C12_EqS, mouse
adra1b, 0.546, 0.301, 0.459, 1, C2C12, mouse
adra1b, 0.760, 0.204, 0.285, 1, CH12, mouse
adra1b, 0.861, 0.177, 0.279, 1, E14_WholeBrain, mouse
adra1b, 0.626, 0.476, 0.382, 1, Erythroblast, mouse
adra1b, 0.893, 0.373, 0.246, 1, ESBruce4, mouse
adra1b, 0.780, 0.163, 0.256, 1, ES, mouse
adra1b, 0.724, 0.099, 0.346, 1, G1E_ER, mouse
adra1b, 0.638, 0.156, 0.326, 1, G1E, mouse
adra1b, 0.909, 0.269, 0.342, 1, Lymphoblast, mouse
adra1b, 0.695, 0.055, 0.412, 1, Megakaryocyte, mouse
adra1b, 0.734, 0.142, 0.348, 1, MEL, mouse
adra1b, 0.793, 0.257, 0.344, 1, NeuronalProgenitor_(EMTAB1822), mouse
adra1b, 0.793, 0.257, 0.344, 1, NeuronalProgenitor_(GSE54016), mouse
adra1b, 0.747, 0.306, 0.459, 1, Neuron, mouse
adra1b, , , , NA, Lymphoblast_PMC3334567, mouse
adra1b, , , 0.141, 1, GM12878, human
adra1b, , , 0.152, 1, K562, human
adra1b, , , 0.134, 1, H1ESC, human
adra1b, , , 0.607, 0, HSMM, human
adra1b, , , 0.437, 1, HUVEC, human
adra1b, , , 0.435, 0, HMEC, human
adra1b, , , 0.288, 1, HCC1954, human
adra1b, , , 0.141, 1, PBMC, human
adra1b, , , , NA, B_Cell, human
rnf115, 0.250, 0.634, 0.620, 0, Fibroblast, mouse
rnf115, 0.674, 0.805, 0.715, 0, Bcellcd43n, mouse
rnf115, 0.424, 0.930, 0.562, 0, Heart, mouse
rnf115, 0.488, 0.783, 0.617, 0, Kidney, mouse
rnf115, 0.139, 0.723, 0.711, 0, Liver, mouse
rnf115, 0.341, 0.715, 0.795, 0, SmIntestine, mouse
rnf115, 0.333, 0.785, 0.705, 0, Spleen, mouse
rnf115, 0.609, 0.843, 0.572, 0, Testis, mouse
rnf115, 0.610, 0.779, 0.743, 0, Thymus, mouse
rnf115, 0.314, 0.643, 0.554, 0, C2C12_EqS, mouse
rnf115, 0.114, 0.605, 0.603, 0, C2C12, mouse
rnf115, 0.200, 0.625, 0.692, 0, CH12, mouse
rnf115, 0.207, 0.668, 0.656, 0, E14_WholeBrain, mouse
rnf115, 0.116, 0.626, 0.706, 0, Erythroblast, mouse
rnf115, 0.468, 0.790, 0.663, 0, ESBruce4, mouse
rnf115, 0.205, 0.654, 0.615, 0, ES, mouse
rnf115, 0.162, 0.637, 0.613, 0, G1E_ER, mouse
rnf115, 0.152, 0.650, 0.623, 0, G1E, mouse
rnf115, 0.270, 0.660, 0.899, 0, Lymphoblast, mouse
rnf115, 0.093, 0.683, 0.682, 0, Megakaryocyte, mouse
rnf115, 0.177, 0.825, 0.784, 0, MEL, mouse
rnf115, 0.242, 0.615, 0.555, 0, NeuronalProgenitor_(EMTAB1822), mouse
rnf115, 0.242, 0.615, 0.555, 0, NeuronalProgenitor_(GSE54016), mouse
rnf115, 0.157, 0.534, 0.606, 0, Neuron, mouse
rnf115, , , , NA, Lymphoblast_PMC3334567, mouse
rnf115, , , 0.767, 0, GM12878, human
rnf115, , , 0.763, 1, K562, human
rnf115, , , 0.765, 0, H1ESC, human
rnf115, , , 0.796, 0, HSMM, human
rnf115, , , 0.718, 0, HUVEC, human
rnf115, , , 0.707, 0, HMEC, human
rnf115, , , 0.850, 0, HCC1954, human
rnf115, , , 0.767, 0, PBMC, human
rnf115, , , , NA, B_Cell, human
eng, 0.332, 0.445, 0.615, 0, Fibroblast, mouse
eng, 0.267, 0.406, 0.513, 0, Bcellcd43n, mouse
eng, 0.284, 0.798, 0.933, 0, Heart, mouse
eng, 0.296, 0.625, 0.837, 0, Kidney, mouse
eng, 0.473, 0.646, 0.839, 0, Liver, mouse
eng, 0.561, 0.542, 0.425, 1, SmIntestine, mouse
eng, 0.230, 0.571, 0.708, 0, Spleen, mouse
eng, 0.275, 0.429, 0.483, 0, Testis, mouse
eng, 0.170, 0.579, 0.521, 0, Thymus, mouse
eng, 0.388, 0.311, 0.485, 0, C2C12_EqS, mouse
eng, 0.496, 0.433, 0.483, 1, C2C12, mouse
eng, 0.567, 0.497, 0.432, 1, CH12, mouse
eng, 0.332, 0.481, 0.503, 0, E14_WholeBrain, mouse
eng, 0.408, 0.652, 0.740, 0, Erythroblast, mouse
eng, 0.154, 0.684, 0.606, 0, ESBruce4, mouse
eng, 0.437, 0.678, 0.650, 0, ES, mouse
eng, 0.601, 0.567, 0.494, 1, G1E_ER, mouse
eng, 0.699, 0.651, 0.644, 0, G1E, mouse
eng, 0.385, 0.947, 0.976, 0, Lymphoblast, mouse
eng, 0.412, 0.924, 0.938, 0, Megakaryocyte, mouse
eng, 0.522, 0.542, 0.474, 1, MEL, mouse
eng, 0.455, 0.526, 0.387, 0, NeuronalProgenitor_(EMTAB1822), mouse
eng, 0.455, 0.526, 0.387, 0, NeuronalProgenitor_(GSE54016), mouse
eng, 0.444, 0.250, 0.303, 0, Neuron, mouse
eng, , , , NA, Lymphoblast_PMC3334567, mouse
eng, , , 0.597, 0, GM12878, human
eng, , , 0.435, 1, K562, human
eng, , , 0.454, 1, H1ESC, human
eng, , , 0.946, 0, HSMM, human
eng, , , 0.966, 0, HUVEC, human
eng, , , 0.775, 0, HMEC, human
eng, , , 0.510, 0, HCC1954, human
eng, , , 0.597, 0, PBMC, human
eng, , , , NA, B_Cell, human
spry4, 0.497, 0.603, 0.692, 1, Fibroblast, mouse
spry4, 0.831, 0.359, 0.421, 1, Bcellcd43n, mouse
spry4, 0.611, 0.835, 0.710, 0, Heart, mouse
spry4, 0.579, 0.590, 0.503, 1, Kidney, mouse
spry4, 0.489, 0.582, 0.541, 1, Liver, mouse
spry4, 0.895, 0.476, 0.415, 1, SmIntestine, mouse
spry4, 0.916, 0.480, 0.205, 1, Spleen, mouse
spry4, 0.798, 0.266, 0.445, 1, Testis, mouse
spry4, 0.914, 0.395, 0.367, 1, Thymus, mouse
spry4, 0.226, 0.699, 0.683, 0, C2C12_EqS, mouse
spry4, 0.188, 0.756, 0.815, 0, C2C12, mouse
spry4, 0.824, 0.463, 0.415, 1, CH12, mouse
spry4, 0.956, 0.480, 0.429, 1, E14_WholeBrain, mouse
spry4, 0.901, 0.524, 0.112, 1, Erythroblast, mouse
spry4, 0.294, 0.802, 0.671, 0, ESBruce4, mouse
spry4, 0.735, 0.911, 0.936, 0, ES, mouse
spry4, 0.649, 0.614, 0.497, 0, G1E_ER, mouse
spry4, 0.897, 0.389, 0.405, 1, G1E, mouse
spry4, 0.486, 0.625, 0.550, 0, Lymphoblast, mouse
spry4, 0.946, 0.478, 0.561, 1, Megakaryocyte, mouse
spry4, 0.298, 0.703, 0.666, 0, MEL, mouse
spry4, 0.967, 0.477, 0.383, 1, NeuronalProgenitor_(EMTAB1822), mouse
spry4, 0.967, 0.477, 0.383, 1, NeuronalProgenitor_(GSE54016), mouse
spry4, 0.863, 0.680, 0.655, 1, Neuron, mouse
spry4, , , , NA, Lymphoblast_PMC3334567, mouse
spry4, , , 0.436, 1, GM12878, human
spry4, , , 0.712, 0, K562, human
spry4, , , 0.866, 0, H1ESC, human
spry4, , , 0.696, 0, HSMM, human
spry4, , , 0.684, 0, HUVEC, human
spry4, , , 0.665, 0, HMEC, human
spry4, , , 0.683, 0, HCC1954, human
spry4, , , 0.436, 1, PBMC, human
spry4, , , , NA, B_Cell, human
npas2, 0.608, 0.386, 0.601, 1, Fibroblast, mouse
npas2, 0.505, 0.112, 0.220, 1, Bcellcd43n, mouse
npas2, 0.560, 0.578, 0.564, 1, Heart, mouse
npas2, 0.399, 0.515, 0.555, 0, Kidney, mouse
npas2, 0.578, 0.590, 0.495, 1, Liver, mouse
npas2, 0.467, 0.610, 0.583, 0, SmIntestine, mouse
npas2, 0.638, 0.276, 0.701, 1, Spleen, mouse
npas2, 0.394, 0.325, 0.336, 0, Testis, mouse
npas2, 0.576, 0.430, 0.445, 1, Thymus, mouse
npas2, 0.762, 0.345, 0.259, 1, C2C12_EqS, mouse
npas2, 0.749, 0.290, 0.266, 1, C2C12, mouse
npas2, 0.642, 0.533, 0.502, 1, CH12, mouse
npas2, 0.682, 0.248, 0.330, 1, E14_WholeBrain, mouse
npas2, 0.709, 0.253, 0.362, 1, Erythroblast, mouse
npas2, 0.719, 0.261, 0.413, 1, ESBruce4, mouse
npas2, 0.781, 0.373, 0.414, 1, ES, mouse
npas2, 0.847, 0.215, 0.444, 1, G1E_ER, mouse
npas2, 0.754, 0.219, 0.444, 1, G1E, mouse
npas2, 0.832, 0.289, 0.414, 1, Lymphoblast, mouse
npas2, 0.740, 0.586, 0.590, 1, Megakaryocyte, mouse
npas2, 0.870, 0.237, 0.510, 1, MEL, mouse
npas2, 0.835, 0.346, 0.425, 1, NeuronalProgenitor_(EMTAB1822), mouse
npas2, 0.835, 0.346, 0.425, 1, NeuronalProgenitor_(GSE54016), mouse
npas2, 0.817, 0.505, 0.359, 1, Neuron, mouse
npas2, , , , NA, Lymphoblast_PMC3334567, mouse
npas2, , , 0.141, 1, GM12878, human
npas2, , , 0.152, 1, K562, human
npas2, , , 0.376, 1, H1ESC, human
npas2, , , 0.527, 1, HSMM, human
npas2, , , 0.749, 0, HUVEC, human
npas2, , , 0.790, 0, HMEC, human
npas2, , , 0.648, 0, HCC1954, human
npas2, , , 0.141, 1, PBMC, human
npas2, , , , NA, B_Cell, human
bhlhe40, 0.335, 0.539, 0.951, 0, Fibroblast, mouse
bhlhe40, 0.798, 0.787, 0.946, 0, Bcellcd43n, mouse
bhlhe40, 0.151, 0.907, 0.908, 0, Heart, mouse
bhlhe40, 0.294, 0.840, 0.918, 0, Kidney, mouse
bhlhe40, 0.194, 0.823, 0.959, 0, Liver, mouse
bhlhe40, 0.303, 0.879, 0.954, 0, SmIntestine, mouse
bhlhe40, 0.474, 0.718, 0.893, 0, Spleen, mouse
bhlhe40, 0.939, 0.478, 0.527, 1, Testis, mouse
bhlhe40, 0.870, 0.571, 0.737, 1, Thymus, mouse
bhlhe40, 0.026, 0.946, 0.981, 0, C2C12_EqS, mouse
bhlhe40, 0.014, 0.861, 0.884, 0, C2C12, mouse
bhlhe40, 0.483, 0.720, 0.969, 0, CH12, mouse
bhlhe40, 0.918, 0.561, 0.595, 1, E14_WholeBrain, mouse
bhlhe40, 0.934, 0.554, 0.641, 1, Erythroblast, mouse
bhlhe40, 0.742, 0.730, 0.921, 0, ESBruce4, mouse
bhlhe40, 0.920, 0.788, 0.922, 0, ES, mouse
bhlhe40, 0.817, 0.161, 0.152, 1, G1E_ER, mouse
bhlhe40, 0.849, 0.213, 0.454, 1, G1E, mouse
bhlhe40, 0.188, 0.781, 0.944, 0, Lymphoblast, mouse
bhlhe40, 0.118, 0.781, 0.836, 0, Megakaryocyte, mouse
bhlhe40, 0.298, 0.965, 0.778, 0, MEL, mouse
bhlhe40, 0.928, 0.835, 0.922, 0, NeuronalProgenitor_(EMTAB1822), mouse
bhlhe40, 0.928, 0.835, 0.922, 0, NeuronalProgenitor_(GSE54016), mouse
bhlhe40, 0.924, 0.870, 0.788, 0, Neuron, mouse
bhlhe40, , , , NA, Lymphoblast_PMC3334567, mouse
bhlhe40, , , 0.971, 0, GM12878, human
bhlhe40, , , 0.954, 0, K562, human
bhlhe40, , , 0.492, 1, H1ESC, human
bhlhe40, , , 0.888, 0, HSMM, human
bhlhe40, , , 0.924, 0, HUVEC, human
bhlhe40, , , 0.941, 0, HMEC, human
bhlhe40, , , 0.949, 0, HCC1954, human
bhlhe40, , , 0.971, 0, PBMC, human
bhlhe40, , , , NA, B_Cell, human
nfil3, 0.172, 0.588, 0.819, 0, Fibroblast, mouse
nfil3, 0.906, 0.366, 0.459, 1, Bcellcd43n, mouse
nfil3, 0.340, 0.678, 0.600, 0, Heart, mouse
nfil3, 0.347, 0.482, 0.529, 0, Kidney, mouse
nfil3, 0.289, 0.529, 0.668, 0, Liver, mouse
nfil3, 0.388, 0.552, 0.510, 0, SmIntestine, mouse
nfil3, 0.949, 0.543, 0.205, 1, Spleen, mouse
nfil3, 0.901, 0.270, 0.428, 1, Testis, mouse
nfil3, 0.925, 0.467, 0.488, 1, Thymus, mouse
nfil3, 0.108, 0.772, 0.893, 0, C2C12_EqS, mouse
nfil3, 0.207, 0.714, 0.783, 0, C2C12, mouse
nfil3, 0.454, 0.749, 0.790, 0, CH12, mouse
nfil3, 0.900, 0.549, 0.681, 1, E14_WholeBrain, mouse
nfil3, 0.946, 0.495, 0.580, 1, Erythroblast, mouse
nfil3, 0.869, 0.570, 0.475, 1, ESBruce4, mouse
nfil3, 0.941, 0.457, 0.568, 1, ES, mouse
nfil3, 0.480, 0.436, 0.385, 1, G1E_ER, mouse
nfil3, 0.562, 0.363, 0.254, 1, G1E, mouse
nfil3, 0.483, 0.810, 0.693, 0, Lymphoblast, mouse
nfil3, 0.799, 0.653, 0.843, 1, Megakaryocyte, mouse
nfil3, 0.634, 0.498, 0.479, 1, MEL, mouse
nfil3, 0.878, 0.629, 0.676, 1, NeuronalProgenitor_(EMTAB1822), mouse
nfil3, 0.878, 0.629, 0.676, 1, NeuronalProgenitor_(GSE54016), mouse
nfil3, 0.527, 0.591, 0.796, 1, Neuron, mouse
nfil3, , , , NA, Lymphoblast_PMC3334567, mouse
nfil3, , , 0.675, 1, GM12878, human
nfil3, , , 0.839, 0, K562, human
nfil3, , , 0.792, 1, H1ESC, human
nfil3, , , 0.617, 0, HSMM, human
nfil3, , , 0.842, 0, HUVEC, human
nfil3, , , 0.669, 0, HMEC, human
nfil3, , , 0.768, 0, HCC1954, human
nfil3, , , 0.675, 1, PBMC, human
nfil3, , , , NA, B_Cell, human
lrrc39, 0.764, 0.607, 0.499, 1, Fibroblast, mouse
lrrc39, 0.601, 0.609, 0.702, 1, Bcellcd43n, mouse
lrrc39, 0.413, 0.864, 0.914, 0, Heart, mouse
lrrc39, 0.660, 0.624, 0.456, 0, Kidney, mouse
lrrc39, 0.187, 0.676, 0.499, 0, Liver, mouse
lrrc39, 0.721, 0.607, 0.496, 1, SmIntestine, mouse
lrrc39, 0.378, 0.643, 0.605, 0, Spleen, mouse
lrrc39, 0.593, 0.627, 0.512, 0, Testis, mouse
lrrc39, 0.627, 0.719, 0.517, 0, Thymus, mouse
lrrc39, 0.691, 0.680, 0.597, 0, C2C12_EqS, mouse
lrrc39, 0.625, 0.557, 0.516, 1, C2C12, mouse
lrrc39, 0.447, 0.571, 0.643, 0, CH12, mouse
lrrc39, 0.282, 0.613, 0.543, 0, E14_WholeBrain, mouse
lrrc39, 0.681, 0.712, 0.597, 0, Erythroblast, mouse
lrrc39, 0.491, 0.649, 0.495, 0, ESBruce4, mouse
lrrc39, 0.490, 0.566, 0.554, 1, ES, mouse
lrrc39, 0.647, 0.631, 0.664, 0, G1E_ER, mouse
lrrc39, 0.670, 0.587, 0.665, 1, G1E, mouse
lrrc39, 0.622, 0.600, 0.530, 1, Lymphoblast, mouse
lrrc39, 0.394, 0.663, 0.407, 0, Megakaryocyte, mouse
lrrc39, 0.469, 0.589, 0.615, 0, MEL, mouse
lrrc39, 0.510, 0.560, 0.582, 1, NeuronalProgenitor_(EMTAB1822), mouse
lrrc39, 0.510, 0.560, 0.582, 1, NeuronalProgenitor_(GSE54016), mouse
lrrc39, 0.601, 0.439, 0.558, 1, Neuron, mouse
lrrc39, , , , NA, Lymphoblast_PMC3334567, mouse
lrrc39, , , 0.462, 1, GM12878, human
lrrc39, , , 0.514, 0, K562, human
lrrc39, , , 0.351, 0, H1ESC, human
lrrc39, , , 0.443, 0, HSMM, human
lrrc39, , , 0.431, 0, HUVEC, human
lrrc39, , , 0.287, 0, HMEC, human
lrrc39, , , 0.389, 0, HCC1954, human
lrrc39, , , 0.462, 0, PBMC, human
lrrc39, , , , NA, B_Cell, human
ldb1, 0.516, 0.716, 0.929, 0, Fibroblast, mouse
ldb1, 0.596, 0.817, 0.969, 0, Bcellcd43n, mouse
ldb1, 0.142, 0.744, 0.904, 0, Heart, mouse
ldb1, 0.333, 0.620, 0.853, 0, Kidney, mouse
ldb1, 0.224, 0.571, 0.866, 0, Liver, mouse
ldb1, 0.274, 0.642, 0.750, 0, SmIntestine, mouse
ldb1, 0.244, 0.735, 0.963, 0, Spleen, mouse
ldb1, 0.814, 0.530, 0.580, 1, Testis, mouse
ldb1, 0.252, 0.697, 0.974, 0, Thymus, mouse
ldb1, 0.087, 0.707, 0.909, 0, C2C12_EqS, mouse
ldb1, 0.165, 0.725, 0.922, 0, C2C12, mouse
ldb1, 0.268, 0.785, 0.916, 0, CH12, mouse
ldb1, 0.604, 0.728, 0.959, 0, E14_WholeBrain, mouse
ldb1, 0.486, 0.900, 0.985, 0, Erythroblast, mouse
ldb1, 0.180, 0.776, 0.937, 0, ESBruce4, mouse
ldb1, 0.325, 0.864, 0.952, 0, ES, mouse
ldb1, 0.171, 0.851, 0.973, 0, G1E_ER, mouse
ldb1, 0.208, 0.869, 0.972, 0, G1E, mouse
ldb1, 0.593, 0.675, 0.954, 0, Lymphoblast, mouse
ldb1, 0.126, 0.827, 0.978, 0, Megakaryocyte, mouse
ldb1, 0.350, 0.918, 0.969, 0, MEL, mouse
ldb1, 0.315, 0.854, 0.967, 0, NeuronalProgenitor_(EMTAB1822), mouse
ldb1, 0.315, 0.854, 0.967, 0, NeuronalProgenitor_(GSE54016), mouse
ldb1, 0.130, 0.798, 0.941, 0, Neuron, mouse
ldb1, , , , NA, Lymphoblast_PMC3334567, mouse
ldb1, , , 0.871, 0, GM12878, human
ldb1, , , 0.927, 0, K562, human
ldb1, , , 0.879, 0, H1ESC, human
ldb1, , , 0.851, 0, HSMM, human
ldb1, , , 0.843, 0, HUVEC, human
ldb1, , , 0.910, 0, HMEC, human
ldb1, , , 0.871, 0, HCC1954, human
ldb1, , , 0.871, 0, PBMC, human
ldb1, , , , NA, B_Cell, human
dusp4, 0.600, 0.485, 0.597, 1, Fibroblast, mouse
dusp4, 0.702, 0.646, 0.716, 0, Bcellcd43n, mouse
dusp4, 0.872, 0.383, 0.223, 1, Heart, mouse
dusp4, 0.319, 0.399, 0.189, 0, Kidney, mouse
dusp4, 0.553, 0.420, 0.195, 1, Liver, mouse
dusp4, 0.648, 0.489, 0.471, 1, SmIntestine, mouse
dusp4, 0.884, 0.585, 0.205, 1, Spleen, mouse
dusp4, 0.966, 0.265, 0.612, 1, Testis, mouse
dusp4, 0.448, 0.495, 0.568, 0, Thymus, mouse
dusp4, 0.096, 0.590, 0.780, 0, C2C12_EqS, mouse
dusp4, 0.029, 0.950, 0.946, 0, C2C12, mouse
dusp4, 0.668, 0.571, 0.655, 1, CH12, mouse
dusp4, 0.868, 0.572, 0.865, 1, E14_WholeBrain, mouse
dusp4, 0.966, 0.421, 0.596, 1, Erythroblast, mouse
dusp4, 0.725, 0.585, 0.727, 1, ESBruce4, mouse
dusp4, 0.929, 0.654, 0.825, 1, ES, mouse
dusp4, 0.631, 0.518, 0.447, 1, G1E_ER, mouse
dusp4, 0.936, 0.484, 0.375, 1, G1E, mouse
dusp4, 0.083, 0.669, 0.839, 0, Lymphoblast, mouse
dusp4, 0.273, 0.704, 0.913, 0, Megakaryocyte, mouse
dusp4, 0.588, 0.426, 0.323, 1, MEL, mouse
dusp4, 0.864, 0.781, 0.894, 0, NeuronalProgenitor_(EMTAB1822), mouse
dusp4, 0.864, 0.781, 0.894, 0, NeuronalProgenitor_(GSE54016), mouse
dusp4, 0.797, 0.578, 0.752, 1, Neuron, mouse
dusp4, , , , NA, Lymphoblast_PMC3334567, mouse
dusp4, , , 0.826, 0, GM12878, human
dusp4, , , 0.399, 1, K562, human
dusp4, , , 0.608, 1, H1ESC, human
dusp4, , , 0.801, 0, HSMM, human
dusp4, , , 0.834, 0, HUVEC, human
dusp4, , , 0.890, 0, HMEC, human
dusp4, , , 0.812, 0, HCC1954, human
dusp4, , , 0.826, 1, PBMC, human
dusp4, , , , NA, B_Cell, human
usp2, 0.646, 0.634, 0.506, 0, Fibroblast, mouse
usp2, 0.863, 0.349, 0.555, 1, Bcellcd43n, mouse
usp2, 0.327, 0.677, 0.904, 0, Heart, mouse
usp2, 0.323, 0.548, 0.909, 0, Kidney, mouse
usp2, 0.346, 0.541, 0.808, 0, Liver, mouse
usp2, 0.637, 0.575, 0.803, 1, SmIntestine, mouse
usp2, 0.818, 0.386, 0.205, 1, Spleen, mouse
usp2, 0.663, 0.695, 0.948, 0, Testis, mouse
usp2, 0.748, 0.554, 0.537, 1, Thymus, mouse
usp2, 0.348, 0.558, 0.721, 0, C2C12_EqS, mouse
usp2, 0.447, 0.484, 0.485, 0, C2C12, mouse
usp2, 0.921, 0.465, 0.474, 1, CH12, mouse
usp2, 0.886, 0.473, 0.413, 1, E14_WholeBrain, mouse
usp2, 0.922, 0.496, 0.527, 1, Erythroblast, mouse
usp2, 0.598, 0.488, 0.544, 1, ESBruce4, mouse
usp2, 0.846, 0.565, 0.561, 1, ES, mouse
usp2, 0.692, 0.618, 0.606, 0, G1E_ER, mouse
usp2, 0.859, 0.582, 0.580, 1, G1E, mouse
usp2, 0.915, 0.340, 0.526, 1, Lymphoblast, mouse
usp2, 0.898, 0.488, 0.635, 1, Megakaryocyte, mouse
usp2, 0.477, 0.734, 0.527, 0, MEL, mouse
usp2, 0.882, 0.562, 0.539, 1, NeuronalProgenitor_(EMTAB1822), mouse
usp2, 0.882, 0.562, 0.539, 1, NeuronalProgenitor_(GSE54016), mouse
usp2, 0.855, 0.562, 0.497, 1, Neuron, mouse
usp2, , , , NA, Lymphoblast_PMC3334567, mouse
usp2, , , 0.299, 1, GM12878, human
usp2, , , 0.600, 0, K562, human
usp2, , , 0.481, 1, H1ESC, human
usp2, , , 0.736, 0, HSMM, human
usp2, , , 0.425, 1, HUVEC, human
usp2, , , 0.453, 0, HMEC, human
usp2, , , 0.318, 1, HCC1954, human
usp2, , , 0.299, 1, PBMC, human
usp2, , , , NA, B_Cell, human
xrn1, 0.141, 0.816, 0.640, 0, Fibroblast, mouse
xrn1, 0.522, 0.944, 0.636, 0, Bcellcd43n, mouse
xrn1, 0.346, 0.935, 0.488, 0, Heart, mouse
xrn1, 0.459, 0.960, 0.467, 0, Kidney, mouse
xrn1, 0.383, 0.979, 0.460, 0, Liver, mouse
xrn1, 0.238, 0.979, 0.645, 0, SmIntestine, mouse
xrn1, 0.474, 0.978, 0.555, 0, Spleen, mouse
xrn1, 0.459, 0.963, 0.532, 0, Testis, mouse
xrn1, 0.650, 0.993, 0.788, 0, Thymus, mouse
xrn1, 0.297, 0.927, 0.477, 0, C2C12_EqS, mouse
xrn1, 0.356, 0.805, 0.525, 0, C2C12, mouse
xrn1, 0.061, 0.787, 0.577, 0, CH12, mouse
xrn1, 0.273, 0.970, 0.593, 0, E14_WholeBrain, mouse
xrn1, 0.061, 0.803, 0.561, 0, Erythroblast, mouse
xrn1, 0.339, 0.932, 0.666, 0, ESBruce4, mouse
xrn1, 0.077, 0.799, 0.527, 0, ES, mouse
xrn1, 0.087, 0.838, 0.610, 0, G1E_ER, mouse
xrn1, 0.131, 0.770, 0.574, 0, G1E, mouse
xrn1, 0.253, 0.946, 0.710, 0, Lymphoblast, mouse
xrn1, 0.131, 0.875, 0.486, 0, Megakaryocyte, mouse
xrn1, 0.187, 0.816, 0.635, 0, MEL, mouse
xrn1, 0.065, 0.870, 0.515, 0, NeuronalProgenitor_(EMTAB1822), mouse
xrn1, 0.065, 0.870, 0.515, 0, NeuronalProgenitor_(GSE54016), mouse
xrn1, 0.136, 0.833, 0.537, 0, Neuron, mouse
xrn1, , , , NA, Lymphoblast_PMC3334567, mouse
xrn1, , , 0.632, 0, GM12878, human
xrn1, , , 0.552, 0, K562, human
xrn1, , , 0.499, 0, H1ESC, human
xrn1, , , 0.641, 0, HSMM, human
xrn1, , , 0.643, 0, HUVEC, human
xrn1, , , 0.589, 0, HMEC, human
xrn1, , , 0.545, 0, HCC1954, human
xrn1, , , 0.632, 0, PBMC, human
xrn1, , , , NA, B_Cell, human
rara, 0.237, 0.621, 0.691, 0, Fibroblast, mouse
rara, 0.413, 0.697, 0.799, 0, Bcellcd43n, mouse
rara, 0.100, 0.677, 0.782, 0, Heart, mouse
rara, 0.224, 0.506, 0.643, 0, Kidney, mouse
rara, 0.132, 0.492, 0.650, 0, Liver, mouse
rara, 0.429, 0.667, 0.587, 0, SmIntestine, mouse
rara, 0.327, 0.651, 0.758, 0, Spleen, mouse
rara, 0.561, 0.552, 0.672, 1, Testis, mouse
rara, 0.110, 0.575, 0.698, 0, Thymus, mouse
rara, 0.057, 0.559, 0.755, 0, C2C12_EqS, mouse
rara, 0.061, 0.815, 0.784, 0, C2C12, mouse
rara, 0.384, 0.656, 0.620, 0, CH12, mouse
rara, 0.819, 0.550, 0.450, 1, E14_WholeBrain, mouse
rara, 0.953, 0.607, 0.677, 1, Erythroblast, mouse
rara, 0.209, 0.640, 0.645, 0, ESBruce4, mouse
rara, 0.506, 0.719, 0.714, 0, ES, mouse
rara, 0.819, 0.595, 0.560, 1, G1E_ER, mouse
rara, 0.669, 0.790, 0.740, 0, G1E, mouse
rara, 0.218, 0.629, 0.852, 0, Lymphoblast, mouse
rara, 0.967, 0.526, 0.807, 1, Megakaryocyte, mouse
rara, 0.387, 0.795, 0.618, 0, MEL, mouse
rara, 0.430, 0.828, 0.868, 0, NeuronalProgenitor_(EMTAB1822), mouse
rara, 0.430, 0.828, 0.868, 0, NeuronalProgenitor_(GSE54016), mouse
rara, 0.423, 0.577, 0.605, 0, Neuron, mouse
rara, , , , NA, Lymphoblast_PMC3334567, mouse
rara, , , 0.844, 0, GM12878, human
rara, , , 0.734, 0, K562, human
rara, , , 0.579, 1, H1ESC, human
rara, , , 0.815, 0, HSMM, human
rara, , , 0.795, 0, HUVEC, human
rara, , , 0.729, 0, HMEC, human
rara, , , 0.793, 0, HCC1954, human
rara, , , 0.844, 0, PBMC, human
rara, , , , NA, B_Cell, human
rspo2, 0.567, 0.398, 0.584, 1, Fibroblast, mouse
rspo2, 0.814, 0.284, 0.176, 1, Bcellcd43n, mouse
rspo2, 0.866, 0.466, 0.496, 1, Heart, mouse
rspo2, 0.971, 0.486, 0.413, 1, Kidney, mouse
rspo2, 0.813, 0.317, 0.477, 1, Liver, mouse
rspo2, 0.754, 0.158, 0.357, 1, SmIntestine, mouse
rspo2, 0.857, 0.104, 0.431, 1, Spleen, mouse
rspo2, 0.798, 0.143, 0.321, 1, Testis, mouse
rspo2, 0.775, 0.105, 0.242, 1, Thymus, mouse
rspo2, 0.748, 0.368, 0.271, 1, C2C12_EqS, mouse
rspo2, 0.704, 0.127, 0.261, 1, C2C12, mouse
rspo2, 0.527, 0.134, 0.250, 1, CH12, mouse
rspo2, 0.784, 0.308, 0.389, 1, E14_WholeBrain, mouse
rspo2, 0.476, 0.048, 0.429, 1, Erythroblast, mouse
rspo2, 0.965, 0.442, 0.265, 1, ESBruce4, mouse
rspo2, 0.549, 0.064, 0.241, 1, ES, mouse
rspo2, 0.712, 0.057, 0.152, 1, G1E_ER, mouse
rspo2, 0.712, 0.080, 0.235, 1, G1E, mouse
rspo2, 0.680, 0.135, 0.154, 1, Lymphoblast, mouse
rspo2, 0.496, 0.047, 0.347, 1, Megakaryocyte, mouse
rspo2, 0.790, 0.653, 0.257, 1, MEL, mouse
